"Daten ID";"Entnahmedatum";"Entnahmezeit";"Witterung";"Schüttungsmenge";"Wassertemperatur";"Trübung";"Elektr Leitfähigkeit";"pH-Wert";"Sauerstoff";"Sauerstoffsättigung";"Chemische Analysen";"Bakteriologische Analysen";"Bemerkungen Messdaten"
282;15.06.1999 00:00:00;30.12.1899 11:15:00;;300.00;6.90;;362.00;;;;;;
283;15.06.1999 00:00:00;30.12.1899 10:50:00;;250.00;8.50;;279.00;;;;;;
964;02.07.1999 00:00:00;30.12.1899 11:00:00;;1.00;12.10;;433.00;;;;;;
965;29.06.1999 00:00:00;30.12.1899 10:30:00;;9.18;4.50;;488.00;;;;;;
284;15.06.1999 00:00:00;30.12.1899 17:20:00;;;8.10;;372.00;;;;;;"Schüttung nicht messbar"
296;15.06.1999 00:00:00;30.12.1899 17:00:00;;200.00;6.10;;261.00;;;;;;
299;15.06.1999 00:00:00;30.12.1899 09:50:00;;;7.90;;434.00;;;;;;"Schüttung nicht messbar"
300;15.06.1999 00:00:00;;;;5.50;;242.00;;;;;;"Schüttung nicht messbar"
303;15.06.1999 00:00:00;30.12.1899 14:40:00;;6000.00;2.70;;98.00;;;;;;
307;15.06.1999 00:00:00;30.12.1899 11:20:00;;80.00;6.80;;361.00;;;;;;
623;15.06.1999 00:00:00;30.12.1899 13:40:00;;24.00;7.10;;159.00;;;;;;"Zuleitung 2: Schüttung 24 l/min."
624;15.06.1999 00:00:00;30.12.1899 15:05:00;;;6.10;;353.00;;;;;;"Schüttung nicht messbar"
626;15.06.1999 00:00:00;30.12.1899 16:00:00;;200.00;5.70;;245.00;;;;;;
628;15.06.1999 00:00:00;30.12.1899 16:40:00;;7.00;7.30;;252.00;;;;;;"Zuleitung 2: Leitfähigkeit 252 uS/cm, Wassertemp. 6.7°C, Schüttung 5l/min."
966;15.06.1999 00:00:00;30.12.1899 10:05:00;;100.00;7.60;;425.00;;;;;;
967;15.06.1999 00:00:00;;;15.00;5.70;;248.00;;;;;;
968;15.06.1999 00:00:00;30.12.1899 17:30:00;;;8.00;;375.00;;;;;;"Schüttung nicht messbar"
969;15.06.1999 00:00:00;;;60.00;8.10;;355.00;;;;;;
953;28.06.1999 00:00:00;30.12.1899 16:30:00;;2.50;11.60;;289.00;;;;;;
954;29.06.1999 00:00:00;30.12.1899 06:55:00;;;6.50;;252.00;;;;;;"Schüttung nicht mesbar ~ 5 l/min."
955;29.06.1999 00:00:00;;;;;;;;;;;;"keine Messungen"
956;29.06.1999 00:00:00;30.12.1899 14:20:00;;59.46;4.70;;228.00;;;;;;"Zuleitung 2: Leitfähigkeit 243 uS/cm, Wassertemp. 5.0 °C, Schüttung 1+2 137.61 l/min."
957;29.06.1999 00:00:00;30.12.1899 17:15:00;;1.00;11.10;;243.00;;;;;;"Zuleitung 2: Leitfähigkeit 336 uS/cm, Wassertemp. 9.5 °C, Schüttung 5 l/min."
958;29.06.1999 00:00:00;30.12.1899 17:25:00;;;;;;;;;;;"keine Messungen"
959;29.06.1999 00:00:00;30.12.1899 17:40:00;;0.50;12.90;;440.00;;;;;;"Schüttung im Überlauf"
960;29.06.1999 00:00:00;30.12.1899 15:15:00;;12.02;6.20;;227.00;;;;;;"Zuleitung 2: Leitfähigkeit 227 uS/cm, Wassertemp. 6.6 °C, Schüttung 26.9 l/min."
961;29.06.1999 00:00:00;;;;;;248.00;;;;;;"Wassertemp. + Schüttung keine Messung"
963;02.07.1999 00:00:00;;;25.42;9.80;;326.00;;;;;;
268;28.06.1999 00:00:00;;;191.08;9.60;;339.00;;;;;;
333;19.08.1999 00:00:00;30.12.1899 07:05:00;;;7.40;;99.00;;;;;;"Schüttung nicht messbar, geschätzt ~100l/min."
276;18.08.1999 00:00:00;30.12.1899 09:55:00;;;7.70;;249.00;;;;;;"nicht messbar"
277;18.08.1999 00:00:00;;;;;;;;;;;;"nicht messbar"
279;18.08.1999 00:00:00;;;;;;;;;;;;"nicht messbar"
280;18.08.1999 00:00:00;;;100.00;6.40;;240.00;;;;;;"Zuleitung 2: Leitfähigkeit 225 uS/cm, Wassertemp. 6.4 °C, Schüttung 60 l/ min."
281;18.08.1999 00:00:00;30.12.1899 10:35:00;;;8.00;;297.00;;;;;;"Schüttung nicht messbar, geschätzt ~70l/min."
286;18.08.1999 00:00:00;30.12.1899 09:20:00;;30.00;6.30;;220.00;;;;;;
287;18.08.1999 00:00:00;30.12.1899 09:00:00;;200.00;6.70;;118.00;;;;;;
290;18.08.1999 00:00:00;30.12.1899 14:30:00;;40.00;5.60;;225.00;;;;;;
297;18.08.1999 00:00:00;30.12.1899 13:20:00;;;8.00;;285.00;;;;;;"Schüttung nicht messbar"
298;18.08.1999 00:00:00;30.12.1899 13:35:00;;12.55;10.20;;386.00;;;;;;"Zuleitung 2: Leitfähigkeit 399 uS/cm, Wassertemp. 10.7°C, Schüttung 9.63l/min.          
Zuleitung 3: Leitfähigkeit 380 uS/cm, Wassertemp.   9.8°C, Schüttung 12l/min. 
Zuleitung 4: Leitfähigkeit 388 uS/cm, Wassertemp.   9.0°C, Schüttung 28.43l/min."
304;18.08.1999 00:00:00;30.12.1899 07:55:00;;25.00;6.60;;248.00;;;;;;
305;18.08.1999 00:00:00;30.12.1899 08:15:00;;;6.50;;241.00;;;;;;"Schüttung nicht messbar"
572;18.08.1999 00:00:00;30.12.1899 13:10:00;;600.00;9.10;;299.00;;;;;;"im Überleuf gemessen"
621;18.08.1999 00:00:00;30.12.1899 14:00:00;;;7.30;;281.00;;;;;;"Schüttung nicht messabr, geschätzt  ~40l/min."
629;18.08.1999 00:00:00;;;;;;;;;;;;"nicht messbar"
630;18.08.1999 00:00:00;30.12.1899 11:30:00;;;8.60;;320.00;;;;;;"Schüttung nicht messbar"
631;18.08.1999 00:00:00;30.12.1899 11:15:00;;12.00;8.30;;342.00;;;;;;
980;18.08.1999 00:00:00;30.12.1899 10:30:00;;200.00;8.50;;300.00;;;;;;
981;18.08.1999 00:00:00;30.12.1899 10:30:00;;;8.10;;299.00;;;;;;"Schüttung nicht messbar, Überlauf 60l/min."
982;18.08.1999 00:00:00;30.12.1899 10:40:00;;;8.90;;304.00;;;;;;"Schüttung nicht messbar, geschätzt ~20l/min."
336;19.08.1999 00:00:00;30.12.1899 08:45:00;;;8.90;;207.00;;;;;;"Schüttung nicht messbar, geschätzt ~50l/min."
337;19.08.1999 00:00:00;30.12.1899 08:00:00;;9.58;11.10;;136.00;;;;;;
338;19.08.1999 00:00:00;30.12.1899 07:45:00;;;7.70;;107.00;;;;;;"Schüttung nicht messbar"
339;19.08.1999 00:00:00;30.12.1899 07:25:00;;;7.00;;156.00;;;;;;"Schüttung nicht messbar, geschätzt ~600l/min."
344;19.08.1999 00:00:00;30.12.1899 10:10:00;;1075.00;5.90;;122.00;;;;;;
348;19.08.1999 00:00:00;30.12.1899 16:20:00;;4.28;8.40;;342.00;;;;;;
349;19.08.1999 00:00:00;30.12.1899 16:50:00;;223.00;8.10;;9.53;;;;;;"Zuleitung 2: Leitfähigkeit 219 uS/cm., Wassertemp. 7.2°C, Schüttung 8.26l/min."
970;19.08.1999 00:00:00;30.12.1899 08:15:00;;64.79;8.60;;112.00;;;;;;"Überwasser"
971;19.08.1999 00:00:00;30.12.1899 14:00:00;;;3.20;;119.00;;;;;;"Schüttung nicht messbar, geschätzt ~100l/min."
972;19.08.1999 00:00:00;30.12.1899 14:40:00;;;8.90;;131.00;;;;;;"Schüttung nicht messbar"
973;19.08.1999 00:00:00;30.12.1899 15:30:00;;;4.50;;95.00;;;;;;"Schüttung nicht messbar, geschätzt ~500l/min."
974;19.08.1999 00:00:00;30.12.1899 17:15:00;;;10.90;;408.00;;;;;;"Schüttung nicht messbar"
976;19.08.1999 00:00:00;30.12.1899 17:30:00;;;11.60;;338.00;;;;;;"Schüttung nicht messbar"
975;25.03.1998 00:00:00;;;6.60;5.70;;121.00;;;;;;
977;19.08.1999 00:00:00;30.12.1899 18:10:00;;;13.90;;466.00;;;;;;"Schüttung nicht messbar"
978;19.08.1999 00:00:00;30.12.1899 18:30:00;;11.95;10.20;;272.00;;;;;;
979;19.08.1999 00:00:00;30.12.1899 18:20:00;;;13.20;;538.00;;;;;;"Schüttung nicht messbar"
846;01.10.1998 00:00:00;;;;3.90;;161.00;;;;;;"Schüttung nicht messbar
geschätzt ~500l/min."
799;09.10.1998 00:00:00;;;20.00;7.20;;277.00;;;;;;
446;04.09.1998 00:00:00;;;19.60;10.90;;409.00;;;;;;
993;20.08.1999 00:00:00;30.12.1899 16:10:00;;;5.20;;96.00;;;;;;"Schüttung nicht messbar"
311;20.08.1999 00:00:00;30.12.1899 17:00:00;;333.33;4.70;;61.00;;;;;;
312;20.08.1999 00:00:00;30.12.1899 16:35:00;;600.00;5.00;;57.00;;;;;;
315;20.08.1999 00:00:00;30.12.1899 10:15:00;;;4.50;;152.00;;;;;;"Schüttung nicht messbar 
geschätzt  ~100l/min."
316;20.08.1999 00:00:00;30.12.1899 11:00:00;;;5.50;;402.00;;;;;;"Schüttung nicht messbar
geschätzt ~10-20l/min."
317;20.08.1999 00:00:00;30.12.1899 11:30:00;;11.80;6.30;;212.00;;;;;;"Zuleitung 2: Leitfähigkeit 147 uS/cm, Wassertemp. 4.9°C, Schüttung 17.5l/min."
325;20.08.1999 00:00:00;30.12.1899 12:15:00;;30.00;4.80;;126.00;;;;;;
326;20.08.1999 00:00:00;30.12.1899 08:30:00;;10.75;4.20;;64.00;;;;;;"Zuleitung 2: Leitfähigkeit 62 uS/cm, Wassertemp. 4.3°C, Schüttung 47.7l/min."
327;20.08.1999 00:00:00;30.12.1899 09:20:00;;20.00;4.30;;361.00;;;;;;
331;20.08.1999 00:00:00;30.12.1899 07:30:00;;69.00;8.00;;347.00;;;;;;
983;20.08.1999 00:00:00;;;4.00;4.10;;64.00;;;;;;"Zuleitung 2: Leitfähigkeit 64 uS/cm, Wassertemp. 4.1°C, Schüttung 7l/min."
984;20.08.1999 00:00:00;;;4.94;4.50;;55.00;;;;;;"Zuleitung 2: Leitfähigkeit 55 uS/cm, Wassertemp. 4.1°C, Schüttung 4.26l/min."
985;20.08.1999 00:00:00;;;1.00;6.90;;342.00;;;;;;
986;20.08.1999 00:00:00;;;1.00;4.30;;361.00;;;;;;
987;20.08.1999 00:00:00;;;;3.70;;172.00;;;;;;"Schüttung nicht messbar
geschätzt ~100l/min."
988;20.08.1999 00:00:00;30.12.1899 12:35:00;;1.50;5.30;;152.00;;;;;;"Zuleitung 2: Leitfähigkeit 152 uS/cm, Wassertemp. 5.2°C, Schüttung 6.64l/min."
989;20.08.1999 00:00:00;30.12.1899 14:15:00;;1.00;7.50;;340.00;;;;;;
990;20.08.1999 00:00:00;;;;8.80;;340.00;;;;;;"Schüttung nicht messbar"
991;20.08.1999 00:00:00;30.12.1899 15:15:00;;2.67;7.20;;273.00;;;;;;"Zuleitung 2: Leitfähigkeit 279 uS/cm, Wassertemo. 8.4°C, Schüttung 1.98l/min."
992;20.08.1999 00:00:00;30.12.1899 15:45:00;;13.53;5.70;;116.00;;;;;;
994;20.08.1999 00:00:00;;;40.00;5.10;;54.00;;;;;;
995;20.08.1999 00:00:00;30.12.1899 18:45:00;;;9.60;;227.00;;;;;;"Schüttung nicht messbar"
194;17.06.1999 00:00:00;30.12.1899 10:15:00;;150.00;7.20;;285.00;;;;;;
506;17.08.1999 00:00:00;30.12.1899 15:10:00;;;7.40;;284.00;;;;;;"Schüttung nicht messbar"
606;17.08.1999 00:00:00;30.12.1899 08:40:00;;;6.30;;270.00;;;;;;"Schüttung nicht messbar
geschätzt ~5l/min."
607;17.08.1999 00:00:00;30.12.1899 09:10:00;;5.00;8.80;;249.00;;;;;;"Zuleitung 1 kein Wasser"
632;17.08.1999 00:00:00;30.12.1899 09:20:00;;;10.80;;122.00;;;;;;"Schüttung nicht messbar, manchmal trocken"
996;17.08.1999 00:00:00;30.12.1899 09:40:00;;;11.10;;69.00;;;;;;"Schüttung nicht messbar"
997;17.08.1999 00:00:00;30.12.1899 10:30:00;;;5.30;;193.00;;;;;;"Schüttung nicht messbar"
998;17.08.1999 00:00:00;30.12.1899 11:10:00;;15.58;7.80;;254.00;;;;;;"Schüttung Zuleitung 2: 9.47l/min."
999;17.08.1999 00:00:00;30.12.1899 11:40:00;;37.19;8.00;;269.00;;;;;;
1000;17.08.1999 00:00:00;30.12.1899 11:55:00;;50.00;6.80;;325.00;;;;;;
1001;17.08.1999 00:00:00;30.12.1899 12:10:00;;300.00;7.10;;320.00;;;;;;
1002;17.08.1999 00:00:00;30.12.1899 12:15:00;;40.84;6.80;;319.00;;;;;;"Schüttung = Überwasser"
1003;17.08.1999 00:00:00;30.12.1899 14:10:00;;;5.90;;303.00;;;;;;"Schüttung nicht messbar
geschätzt  ~50l/min."
1004;17.08.1999 00:00:00;30.12.1899 14:40:00;;;8.10;;366.00;;;;;;"Schüttung nicht messbar"
1005;17.08.1999 00:00:00;30.12.1899 15:30:00;;;7.40;;313.00;;;;;;"Schüttung nicht messbar"
1006;17.08.1999 00:00:00;30.12.1899 15:35:00;;;7.40;;303.00;;;;;;"Schüttung nicht messbar"
1007;17.08.1999 00:00:00;30.12.1899 17:05:00;;;9.30;;359.00;;;;;;"Schüttung nicht messbar"
1008;17.08.1999 00:00:00;30.12.1899 17:30:00;;;8.90;;379.00;;;;;;"Schüttung nicht messbar"
1009;18.08.1999 00:00:00;30.12.1899 16:15:00;;25.10;12.20;;395.00;;;;;;"Zuleitung 2: Leitfähigkeit 397 uS/cm, Wassertemp. 12.1°C, Schüttung 16.85l/min."
1010;18.08.1999 00:00:00;30.12.1899 16:30:00;;38.51;9.30;;38.00;;;;;;
1011;18.08.1999 00:00:00;30.12.1899 17:10:00;;30.00;11.60;;366.00;;;;;;
1012;18.08.1999 00:00:00;30.12.1899 17:30:00;;11.47;12.80;;354.00;;;;;;
1013;18.08.1999 00:00:00;30.12.1899 16:45:00;;;;;;;;;;;"Aufnahme verweigert"
1014;18.08.1999 00:00:00;30.12.1899 17:00:00;;;;;;;;;;;"Aufnahme verweigert"
1015;18.08.1999 00:00:00;30.12.1899 17:40:00;;3.00;16.50;;432.00;;;;;;"Schüttung Zuleitung 2: 1l/min."
1016;18.08.1999 00:00:00;30.12.1899 17:50:00;;30.00;10.50;;402.00;;;;;;
1017;18.08.1999 00:00:00;30.12.1899 18:10:00;;57.19;8.20;;254.00;;;;;;
1018;18.08.1999 00:00:00;30.12.1899 18:20:00;;18.64;11.70;;354.00;;;;;;
46;28.06.1999 00:00:00;;;1000.00;4.50;;227.00;;;;;;
308;18.10.1999 00:00:00;30.12.1899 09:10:00;;185.18;5.50;;138.00;;;;;;
309;18.10.1999 00:00:00;30.12.1899 08:25:00;;164.38;7.10;;248.00;;;;;;
310;18.10.1999 00:00:00;30.12.1899 17:20:00;;42.28;8.60;;398.00;;;;;;
313;18.10.1999 00:00:00;30.12.1899 07:50:00;;157.89;4.50;;156.00;;;;;;"Zuleitung 2: Leitfähigkeit 198 uS/cm, Wassertemp. 7.4 °C, Schüttung 14.31 l/min."
314;18.10.1999 00:00:00;30.12.1899 17:40:00;;8.34;8.40;;375.00;;;;;;
318;08.10.1999 00:00:00;30.12.1899 14:00:00;;37.75;4.90;;100.00;;;;;;"Zuleitung 2: Leitfähigkeit 99 uS/cm, Wassertemp. 4.4 °C, Schüttung 16.6 l/min."
319;18.10.1999 00:00:00;;;;;;;;;;;;"Schacht nicht gefunden"
320;18.10.1999 00:00:00;30.12.1899 11:30:00;;142.00;4.90;;79.00;;;;;;
321;18.10.1999 00:00:00;30.12.1899 10:50:00;;;4.10;;154.00;;;;;;"Schüttung nicht messbar, geschätzt ~ 200l/min."
322;18.10.1999 00:00:00;30.12.1899 14:40:00;;1.00;8.50;;71.00;;;;;;"Zuleitung 2: Leitfähigkeit 74 uS/cm, Wassertemp. 8.8°C, Schüttung 20 l/min.
Zuleitung 3: Leitfähigkeit 74 uS/cm, Wassertemp. 8.8 °C, Schüttung 11.76 l/min."
323;18.10.1999 00:00:00;30.12.1899 15:40:00;;32.62;5.80;;;228.00;;;;;
324;18.10.1999 00:00:00;30.12.1899 15:30:00;;60.00;6.50;;267.00;;;;;;
328;18.10.1999 00:00:00;30.12.1899 16:45:00;;21.20;7.00;;413.00;;;;;;
651;18.10.1999 00:00:00;30.12.1899 08:30:00;;71.47;7.10;;249.00;;;;;;
749;18.10.1999 00:00:00;;;4.65;5.50;;135.00;;;;;;"Zuleitung 2: Leitfähigkeit 135 uS/cm, Wassertemp. 5.6 °C, Schüttung 35.5 l/min.
Zuleitung 3: Leitfähigkeit 133 uS/cm, Wassertemp. 5.6 °C, Schüttung 25.53 l/min."
951;18.10.1999 00:00:00;30.12.1899 09:20:00;;437.95;5.50;;138.00;;;;;;
1019;18.10.1999 00:00:00;30.12.1899 09:25:00;;126.05;5.50;;141.00;;;;;;
1020;18.10.1999 00:00:00;;;39.78;5.30;;197.00;;;;;;
1021;18.10.1999 00:00:00;;;434.78;5.40;;166.00;;;;;;
1022;18.10.1999 00:00:00;30.12.1899 14:50:00;;27.07;7.80;;87.00;;;;;;
1023;18.10.1999 00:00:00;30.12.1899 15:05:00;;46.54;5.20;;211.00;;;;;;
1024;18.10.1999 00:00:00;30.12.1899 16:00:00;;9.43;6.00;;398.00;;;;;;
340;19.10.1999 00:00:00;;;;;;;;;;;;"nicht messbar, Schacht verschlossen"
342;19.10.1999 00:00:00;30.12.1899 15:00:00;;;6.30;;161.00;;;;;;"Schüttung nicht messbar, Schacht verschlossen"
693;19.10.1999 00:00:00;30.12.1899 10:45:00;;;3.70;;155.00;;;;;;"Schüttung nicht messbar"
1025;19.10.1999 00:00:00;30.12.1899 08:30:00;;;4.20;;297.00;;;;;;"Schüttung nicht messbar"
1026;19.10.1999 00:00:00;30.12.1899 08:30:00;;60.00;4.20;;297.00;;;;;;
1027;19.10.1999 00:00:00;30.12.1899 08:50:00;;5.00;4.00;;131.00;;;;;;
1028;19.10.1999 00:00:00;30.12.1899 09:10:00;;21.35;2.90;;91.00;;;;;;"Zuleitung 2: Leitfähigkeit 91 uS/cm, Wassertemp. 3.1 °C, Schüttung 19.54 l/min."
1029;19.10.1999 00:00:00;30.12.1899 09:50:00;;3.12;4.80;;21.00;;;;;;"Zuleitung 1: kein Wasser
Zuleitung 3: Leitfähigkeit 22 uS/cm, Wassertemp. 4.8 °C, Schüttung 3.71 l/min."
1030;19.10.1999 00:00:00;30.12.1899 10:00:00;;5.79;4.60;;23.00;;;;;;
1031;19.10.1999 00:00:00;30.12.1899 10:35:00;;17.93;4.40;;71.00;;;;;;
1032;19.10.1999 00:00:00;30.12.1899 11:10:00;;;4.10;;399.00;;;;;;"Schüttung nicht messbar"
1033;19.10.1999 00:00:00;30.12.1899 12:00:00;;2.50;8.20;;255.00;;;;;;
1034;19.10.1999 00:00:00;30.12.1899 12:25:00;;;10.30;;313.00;;;;;;"Schüttung nicht messbar"
1035;19.10.1999 00:00:00;30.12.1899 14:00:00;;;;;;;;;;;"nicht messbar, verschlossen"
1036;19.10.1999 00:00:00;;;;;;;;;;;;"Schacht nicht gefunden"
1037;19.10.1999 00:00:00;30.12.1899 16:00:00;;;;;;;;;;;"keine Begehung"
